iter	Passed	Remaining
242	288829	899770
243	289916	898265
244	291023	896827
245	292149	895450
246	293191	893817
247	294337	892506
248	295416	890996
249	296529	889589
250	297691	888328
251	298773	886836
252	299814	885223
253	300879	883685
254	302030	882403
255	303184	881130
256	304301	879750
257	305428	878402
258	306524	876968
259	307609	875504
260	308684	874013
261	309807	872662
262	310920	871287
263	311976	869752
264	313132	868499
265	314298	867274
266	315404	865886
267	316476	864406
268	317535	862893
269	318597	861393
270	319676	859941
271	320712	858378
272	321777	856893
273	322842	855414
274	323927	853990
275	324992	852515
276	326036	850989
277	327115	849559
278	328177	848086
279	329295	846761
280	330463	845561
281	331647	844408
282	332725	842983
283	333810	841579
284	334888	840157
285	335973	838758
286	337055	837353
287	338120	835909
288	339194	834488
289	340286	833114
290	341336	831640
291	342458	830343
292	343551	828979
293	344682	827705
294	345769	826330
295	346929	825130
296	348075	823896
297	349233	822691
298	350322	821324
299	351480	820121
300	352643	818930
301	353771	817657
302	354842	816255
303	355911	814850
304	356999	813491
305	358086	812131
306	359130	810674
307	360225	809338
308	361330	808024
309	362501	806857
310	363575	805476
311	364635	804068
312	365747	802775
313	366807	801369
314	367966	800181
315	369084	798904
316	370143	797501
317	371231	796162
318	372419	795040
319	373498	793684
320	374607	792394
321	375707	791085
322	376840	789847
323	377964	788592
324	379051	787260
325	380139	785933
326	381151	784449
327	382239	783125
328	383368	781885
329	384459	780568
330	385517	779188
331	386624	777906
332	387730	776626
333	388822	775317
334	389918	774017
335	391064	772818
336	392153	771507
337	393238	770188
338	394318	768863
339	395429	767598
340	396523	766302
341	397612	764996
342	398677	763647
343	399830	762466
344	400930	761185
345	402011	759872
346	403189	758740
347	404281	757446
348	405369	756148
349	406519	754964
350	407672	753787
351	408822	752604
352	409933	751350
353	411032	750077
354	412138	748814
355	413224	747519
356	414324	746248
357	415417	744967
358	416480	743632
359	417576	742358
360	418611	740976
361	419704	739700
362	420838	738496
363	421999	737340
364	423102	736083
365	424178	734778
366	425292	733543
367	426380	732261
368	427483	731008
369	428617	729807
370	429743	728595
371	430855	727357
372	431977	726138
373	433198	725087
374	434292	723821
375	435343	722484
376	436427	721205
377	437457	719837
378	438631	718707
379	439714	717428
380	440846	716230
381	441972	715023
382	443100	713820
383	444223	712609
384	445317	711350
385	446389	710060
386	447440	708736
387	448594	707577
388	449617	706212
389	450744	705010
390	451810	703714
391	452865	702403
392	453908	701075
393	455004	699828
394	456078	698550
395	457180	697315
396	458326	696148
397	459411	694888
398	460515	693658
399	461590	692385
400	462691	691152
401	463734	689833
402	464754	688482
403	465879	687287
404	466989	686071
405	468185	684980
406	469295	683764
407	470439	682598
408	471518	681338
409	472720	680256
410	473807	679008
411	474863	677718
412	475991	676530
413	477069	675272
414	478201	674091
415	479291	672852
416	480462	671726
417	481581	670526
418	482671	669288
419	483803	668109
420	484929	666922
421	486089	665781
422	487174	664538
423	488374	663451
424	489583	662377
425	490636	661091
426	491723	659853
427	492814	658621
428	493908	657393
429	494990	656150
430	496110	654957
431	497186	653708
432	498287	652491
433	499390	651278
434	500515	650094
435	501556	648801
436	502609	647526
437	503673	646265
438	504770	645048
439	505869	643834
440	506962	642612
441	508013	641338
442	509082	640088
443	510185	638880
444	511280	637664
445	512379	636453
446	513462	635222
447	514562	634015
448	515655	632797
449	516860	631718
450	517994	630551
451	519088	629337
452	520154	628089
453	521204	626823
454	522303	625616
455	523424	624436
456	524539	623249
457	525642	622048
458	526789	620899
459	527883	619688
460	529029	618540
461	530173	617388
462	531244	616152
463	532294	614891
464	533376	613669
465	534412	612395
466	535544	611231
467	536663	610053
468	537794	608888
469	538917	607715
470	539991	606486
471	541073	605268
472	542179	604077
473	543241	602837
474	544322	601619
475	545441	600444
476	546544	599251
477	547676	598089
478	548783	596902
479	549903	595728
480	551000	594531
481	552153	593393
482	553327	592277
483	554428	591084
484	555537	589900
485	556652	588722
486	557739	587516
487	558848	586332
488	559903	585093
489	561039	583939
490	562094	582700
491	563186	581501
492	564226	580248
493	565357	579090
494	566466	577909
495	567615	576770
496	568768	575634
497	569870	574447
498	570935	573223
499	572023	572023
500	573210	570922
501	574325	569749
502	575431	568567
503	576560	567409
504	577681	566242
505	578795	565068
506	579927	563913
507	581088	562786
508	582207	561618
509	583332	560456
510	584442	559280
511	585560	558112
512	586755	557016
513	587927	555900
514	589024	554712
515	590124	553527
516	591210	552329
517	592380	551211
518	593407	549959
519	594478	548748
520	595605	547591
521	596738	546438
522	597883	545296
523	598990	544121
524	600093	542941
525	601208	541773
526	602306	540589
527	603515	539506
528	604667	538371
529	605740	537165
530	606815	535962
531	607932	534797
532	609032	533617
533	610105	532414
534	611242	531267
535	612370	530111
536	613506	528963
537	614626	527801
538	615738	526633
539	616804	525425
540	617934	524273
541	619179	523218
542	620239	522005
543	621354	520840
544	622390	519610
545	623537	518472
546	624611	517274
547	625727	516111
548	626770	514887
549	627915	513749
550	628977	512542
551	630108	511392
552	631252	510253
553	632324	509055
554	633408	507868
555	634524	506706
556	635587	505503
557	636719	504354
558	637848	503204
559	638998	502070
560	640155	500941
561	641224	499744
562	642330	498576
563	643489	497449
564	644605	496289
565	645735	495140
566	646813	493950
567	647964	492818
568	649058	491642
569	650087	490416
570	651223	489273
571	652308	488090
572	653420	486929
573	654543	485775
574	655627	484594
575	656722	483420
576	657823	482251
577	658930	481087
578	660041	479926
579	661147	478762
580	662323	477648
581	663441	476492
582	664566	475341
583	665705	474201
584	666781	473015
585	667889	471853
586	668997	470691
587	670067	469502
588	671161	468331
589	672287	467182
590	673350	465990
591	674451	464824
592	675525	463640
593	676667	462503
594	677840	461387
595	678966	460239
596	680092	459090
597	681152	457898
598	682199	456697
599	683233	455488
600	684294	454298
601	685424	453154
602	686531	451994
603	687683	450865
604	688791	449706
605	689937	448573
606	691090	447444
607	692159	446260
608	693293	445119
609	694336	443920
610	695411	442741
611	696541	441597
612	697672	440455
613	698764	439288
614	699881	438137
615	700959	436961
616	702075	435810
617	703187	434656
618	704284	433493
619	705388	432334
620	706518	431192
621	707686	430073
622	708799	428920
623	709921	427773
624	711049	426629
625	712170	425481
626	713305	424342
627	714432	423198
628	715530	422038
629	716663	420897
630	717801	419760
631	718854	418573
632	719927	417398
633	721038	416246
634	722117	415075
635	723192	413902
636	724281	412738
637	725376	411577
638	726415	410384
639	727526	409233
640	728577	408048
641	729669	406887
642	730783	405738
643	731923	404603
644	732984	403425
645	734103	402279
646	735173	401107
647	736302	399966
648	737440	398831
649	738560	397686
650	739695	396549
651	740728	395358
652	741817	394196
653	743004	393088
654	744105	391933
655	745178	390764
656	746247	389593
657	747347	388439
658	748443	387282
659	749506	386109
660	750577	384940
661	751683	383790
662	752799	382644
663	753908	381496
664	755015	380346
665	756117	379194
666	757154	378009
667	758238	376849
668	759346	375700
669	760478	374564
670	761561	373403
671	762692	372266
672	763770	371103
673	764849	369941
674	765926	368779
675	767030	367629
676	768216	366519
677	769386	365402
678	770498	364256
679	771713	363159
680	772763	361984
681	773915	360858
682	775046	359721
683	776133	358564
684	777239	357416
685	778274	356236
686	779452	355121
687	780518	353956
688	781588	352792
689	782751	351670
690	783815	350504
691	784910	349353
692	786004	348201
693	787165	347078
694	788222	345910
695	789340	344769
696	790443	343621
697	791560	342480
698	792766	341377
699	793892	340239
700	795089	339132
701	796226	337999
702	797353	336861
703	798447	335711
704	799575	334574
705	800732	333449
706	801835	332302
707	802929	331151
708	804046	330010
709	805139	328859
710	806180	327688
711	807342	326565
712	808448	325420
713	809517	324260
714	810682	323139
715	811776	321989
716	812936	320866
717	813994	319702
718	815103	318559
719	816248	317429
720	817373	316292
721	818465	315143
722	819617	314016
723	820679	312855
724	821725	311689
725	822844	310549
726	823936	309401
727	825010	308245
728	826100	307096
729	827249	305968
730	828441	304857
731	829591	303730
732	830695	302586
733	831800	301442
734	832854	300280
735	833876	299107
736	834977	297963
737	836193	296859
738	837591	295820
739	838974	294774
740	840242	293688
741	841380	292555
742	842487	291412
743	843642	290285
744	844675	289117
745	845830	287990
746	846926	286843
747	848029	285699
748	849167	284567
749	850307	283435
750	851410	282292
751	852513	281148
752	853564	279987
753	854673	278845
754	855774	277701
755	856886	276561
756	857997	275420
757	859096	274276
758	860226	273141
759	861366	272010
760	862459	270864
761	863600	269733
762	864713	268593
763	865836	267457
764	866885	266298
765	867999	265158
766	869112	264019
767	870232	262882
768	871322	261736
769	872453	260602
770	873534	259454
771	874589	258298
772	875713	257162
773	876809	256019
774	877888	254870
775	878960	253720
776	880090	252587
777	881217	251452
778	882285	250301
779	883311	249139
780	884431	248003
781	885514	246856
782	886619	245717
783	887653	244557
784	888804	243430
785	889937	242298
786	891044	241159
787	892148	240019
788	893223	238872
789	894340	237736
790	895455	236599
791	896544	235456
792	897617	234308
793	898739	233174
794	899903	232050
795	900979	230904
796	902081	229764
797	903119	228609
798	904191	227462
799	905301	226325
800	906421	225190
801	907525	224052
802	908587	222903
803	909699	221767
804	910835	220637
805	911913	219492
806	913070	218367
807	914193	217234
808	915296	216095
809	916403	214958
810	917483	213815
811	918590	212678
812	919744	211552
813	920870	210420
814	921929	209272
815	922988	208124
816	924123	206994
817	925166	205843
818	926318	204717
819	927345	203563
820	928434	202423
821	929482	201274
822	930539	200128
823	931618	198986
824	932741	197854
825	933834	196715
826	934985	195589
827	936105	194456
828	937162	193310
829	938230	192167
830	939390	191043
831	940551	189919
832	941692	188790
833	942793	187654
834	943906	186520
835	945000	185382
836	946056	184238
837	947215	183113
838	948311	181976
839	949401	180838
840	950559	179713
841	951659	178577
842	952731	177436
843	953813	176297
844	954887	175156
845	956011	174025
846	957105	172889
847	958228	171758
848	959365	170629
849	960424	169486
850	961487	168345
851	962629	167217
852	963770	166089
853	964858	164952
854	965929	163812
855	967069	162684
856	968142	161545
857	969214	160406
858	970287	159267
859	971395	158134
860	972567	157011
861	973677	155878
862	974751	154740
863	975816	153600
864	976925	152468
865	978039	151336
866	979105	150197
867	980178	149059
868	981295	147928
869	982338	146786
870	983449	145654
871	984524	144517
872	985620	143383
873	986683	142245
874	987718	141102
875	988827	139971
876	989971	138844
877	991059	137709
878	992136	136573
879	993253	135443
880	994370	134313
881	995426	133174
882	996550	132045
883	997651	130913
884	998814	129789
885	1000019	128670
886	1001127	127539
887	1002222	126406
888	1003282	125269
889	1004385	124137
890	1005500	123007
891	1006598	121875
892	1007700	120743
893	1008799	119611
894	1009896	118479
895	1011025	117351
896	1012151	116222
897	1013229	115088
898	1014329	113956
899	1015447	112827
900	1016477	111688
901	1017614	110561
902	1018699	109428
903	1019811	108298
904	1020947	107171
905	1022051	106040
906	1023143	104908
907	1024218	103775
908	1025326	102645
909	1026404	101512
910	1027516	100383
911	1028602	99251
912	1029690	98119
913	1030823	96992
914	1031944	95863
915	1033135	94741
916	1034189	93607
917	1035278	92475
918	1036363	91344
919	1037466	90214
920	1038591	89086
921	1039639	87952
922	1040715	86820
923	1041849	85693
924	1042969	84565
925	1044156	83442
926	1045253	82312
927	1046350	81182
928	1047417	80050
929	1048548	78923
930	1049651	77793
931	1050730	76662
932	1051805	75531
933	1052920	74403
934	1054039	73275
935	1055105	72143
936	1056208	71015
937	1057313	69886
938	1058453	68760
939	1059601	67634
940	1060733	66507
941	1061784	65375
942	1062903	64247
943	1063976	63117
944	1065152	61993
945	1066280	60865
946	1067402	59738
947	1068453	58607
948	1069661	57484
949	1070748	56355
950	1071850	55226
951	1072906	54096
952	1073950	52965
953	1075063	51837
954	1076231	50712
955	1077308	49583
956	1078379	48453
957	1079548	47328
958	1080698	46202
959	1081809	45075
960	1082888	43946
961	1084043	42820
962	1085142	41692
963	1086236	40564
964	1087376	39438
965	1088423	38308
966	1089469	37179
967	1090542	36051
968	1091630	34923
969	1092728	33795
970	1093847	32668
971	1095030	31544
972	1096174	30417
973	1097291	29291
974	1098409	28164
975	1099533	27037
976	1100620	25910
977	1101724	24783
978	1102828	23656
979	1103871	22527
980	1104974	21401
981	1106121	20275
982	1107206	19148
983	1108312	18021
984	1109391	16894
985	1110571	15768
986	1111621	14641
987	1112792	13515
988	1113930	12389
989	1115055	11263
990	1116215	10137
991	1117362	9010
992	1118472	7884
993	1119574	6757
994	1120677	5631
995	1121719	4504
996	1122859	3378
997	1124007	2252
998	1125147	1126
999	1126188	0
